id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity
748,"At first some peace, some noise in head.",forest,18,8,2,2,evening,mixed,neutral_face,vague,mixed,2
749,for some reason still a bit off tbh.,cafe,12,8,3,4,morning,focused,calm_face,clear,calm,2
750,kinda calm now,ocean,25,7,3,1,evening,restless,tired_face,clear,restless,1
751,mind was all over the place,ocean,5,6,3,5,afternoon,mixed,happy_face,vague,restless,4
752,mind was all over teh place,forest,25,5,4,4,night,focused,calm_face,clear,restless,2
753,it was fine,ocean,30,8,3,1,evening,focused,neutral_face,conflicted,neutral,4
754,at first that helped a little. after some time kept thinking about work.,ocean,18,6,3,4,morning,restless,calm_face,clear,neutral,3
755,could focus for a while ...,ocean,8,8,5,3,morning,mixed,tense_face,clear,neutral,5
756,by the end felt good for a moment.,mountain,5,7,3,5,morning,overwhelmed,tense_face,clear,overwhelmed,3
757,During teh session not sure what changed. Then it shifted it was fine.,forest,5,6,4,5,morning,restless,calm_face,conflicted,focused,2
758,"By the end felt lighter, not fully though.",forest,18,5,2,4,morning,focused,tense_face,vague,neutral,5
759,"some peace, some noise in head",forest,12,6,4,4,night,calm,neutral_face,conflicted,calm,3
760,honestly not much change,forest,12,8,3,3,night,calm,tense_face,clear,focused,2
761,kept thinking about work,rain,15,6,2,3,evening,neutral,tense_face,vague,neutral,4
762,could focus for a while,rain,15,8,2,1,evening,neutral,neutral_face,conflicted,overwhelmed,3
763,At first could focus for a while. After some time breathing slowed down.,mountain,30,5,3,2,morning,neutral,none,vague,overwhelmed,3
764,At first breathing slowed down. ...,mountain,5,4,1,2,afternoon,overwhelmed,tired_face,conflicted,overwhelmed,4
765,Honestly helped me plan my day. Later it changed breathing slowed down.,mountain,8,6,5,1,night,overwhelmed,happy_face,vague,restless,1
766,got distracted again,ocean,10,4,5,1,night,calm,calm_face,clear,mixed,5
767,by the end kinda calm now.,cafe,20,5,3,4,afternoon,restless,calm_face,vague,restless,3
768,For some reason felt better after a bit.,ocean,18,8,2,2,morning,calm,calm_face,clear,neutral,5
769,During the session okay session. After some time it was fine.,cafe,15,7,1,4,afternoon,overwhelmed,happy_face,clear,calm,5
770,felt better after a bit,mountain,10,5,5,3,afternoon,neutral,neutral_face,conflicted,mixed,1
771,At first kept thinking about work.,mountain,20,7,1,4,afternoon,restless,happy_face,vague,mixed,2
772,Honestly felt heavy. After some time could focus for a while.,ocean,25,6,5,4,morning,focused,neutral_face,clear,mixed,5
773,At first felt heavy.,forest,30,7,4,3,afternoon,neutral,happy_face,clear,restless,2
774,"honestly some peace, some noise in head.",rain,5,7,2,4,night,restless,calm_face,conflicted,calm,4
775,back to normal after ...,cafe,12,5,3,4,evening,focused,none,conflicted,overwhelmed,5
776,not sure what changed ...,ocean,18,6,4,4,evening,mixed,calm_face,vague,overwhelmed,1
777,For some reason helped me plan my day.,rain,15,7,1,3,evening,restless,calm_face,vague,restless,2
778,okay session,mountain,8,6,2,2,afternoon,neutral,none,conflicted,mixed,1
779,"At first honestly not much change. After some time some peace, some noise in head.",mountain,5,5,5,2,afternoon,calm,,clear,focused,1
780,"felt lighter, not fully though",ocean,20,5,3,1,evening,overwhelmed,tired_face,clear,restless,4
781,not sure what changed,ocean,25,7,5,5,morning,overwhelmed,,vague,calm,1
782,For some reason not sure what changed.,rain,5,5,4,2,morning,restless,none,vague,neutral,2
783,I guess breathing slowed down.,mountain,5,8,2,3,evening,restless,neutral_face,conflicted,neutral,5
784,For some reason back to normal after.,cafe,20,4,4,1,evening,neutral,happy_face,conflicted,restless,4
785,not sure what changed ...,forest,8,7,4,3,morning,overwhelmed,tense_face,conflicted,mixed,3
786,by the end got distracted again.,forest,25,8,4,5,evening,overwhelmed,tense_face,conflicted,focused,4
787,at first that helped a little.,forest,5,5,3,4,night,overwhelmed,happy_face,clear,calm,1
788,still anxious a bit,forest,10,6,5,2,evening,restless,calm_face,clear,calm,2
789,at first kept thinking about work. later it changed still a bit off tbh.,mountain,8,4,4,5,night,overwhelmed,neutral_face,vague,focused,1
790,it was fine,mountain,10,6,2,5,afternoon,overwhelmed,tired_face,vague,mixed,4
791,For some reason honestly not much change.,cafe,25,4,3,4,evening,restless,neutral_face,vague,restless,5
792,honestly breathing slowed down.,ocean,30,6,5,3,afternoon,restless,neutral_face,clear,neutral,5
793,could focus for a while,rain,12,5,5,1,morning,mixed,calm_face,vague,focused,1
794,honestly kept thinking about work.,cafe,30,6,5,1,afternoon,calm,none,conflicted,focused,2
795,kinda calm now,ocean,20,6,4,4,morning,mixed,,vague,focused,5
796,Honestly felt better after a bit.,mountain,18,7,2,3,evening,neutral,tense_face,clear,focused,2
797,helped me plan my day,ocean,5,8,5,1,morning,focused,happy_face,vague,focused,2
798,got distracted again,forest,5,7,4,3,night,neutral,,clear,focused,1
799,kept thinking about work ...,ocean,12,4,4,3,afternoon,focused,tired_face,vague,neutral,4
800,"I guess felt lighter, not fully though.",forest,30,5,1,3,afternoon,neutral,calm_face,vague,restless,2
801,i guess mind was all over the place.,ocean,18,7,1,2,evening,focused,tense_face,vague,focused,3
802,i guess mind was all over teh place.,forest,8,6,1,4,night,neutral,neutral_face,vague,focused,3
803,Honestly not sure what changed. Then it shifted mind was all over teh place.,cafe,8,5,5,1,evening,focused,calm_face,clear,calm,2
804,By the end felt heavy.,rain,12,7,2,1,afternoon,mixed,tired_face,vague,neutral,1
805,could focus for a while,mountain,25,6,5,3,afternoon,restless,happy_face,conflicted,calm,2
806,got distracted again,rain,10,6,5,2,morning,neutral,none,vague,overwhelmed,3
807,for some reason honestly not much change.,mountain,15,7,5,3,night,restless,calm_face,conflicted,calm,2
808,during the session that helped a little. later it changed got distracted again.,mountain,30,5,4,3,morning,restless,tense_face,vague,mixed,4
809,During teh session that helped a little. Then it shifted breathing slowed down.,mountain,5,5,4,1,afternoon,restless,tired_face,vague,calm,4
810,not sure what changed,mountain,20,6,1,2,night,focused,calm_face,clear,restless,3
811,kept thinking about work,forest,18,6,1,4,morning,restless,calm_face,vague,neutral,2
812,at first okay session.,forest,12,6,1,2,night,neutral,neutral_face,conflicted,mixed,3
813,for some reason still anxious a bit.,forest,12,7,3,4,morning,restless,,vague,calm,2
814,helped me plan my day,mountain,5,8,3,3,morning,mixed,tired_face,vague,mixed,4
815,For some reason honestly not much change.,cafe,25,4,3,4,afternoon,mixed,tense_face,clear,focused,1
816,felt better after a bit,forest,30,6,5,3,night,calm,happy_face,vague,calm,3
817,"some peace, some noise in head",ocean,18,8,3,3,morning,restless,none,conflicted,neutral,5
818,kinda calm now,rain,30,6,2,4,night,restless,neutral_face,vague,mixed,3
819,"I guess felt lighter, not fully though.",ocean,5,4,4,2,night,neutral,tired_face,vague,focused,2
820,"felt lighter, not fully though",ocean,30,5,5,2,afternoon,mixed,tense_face,vague,neutral,5
821,that helped a little,ocean,18,8,2,4,night,overwhelmed,neutral_face,conflicted,calm,2
822,still anxious a bit,forest,5,5,3,1,morning,neutral,happy_face,clear,calm,4
823,At first okay session.,mountain,8,5,3,4,morning,focused,,conflicted,calm,3
824,Honestly okay session.,rain,15,6,5,1,morning,mixed,neutral_face,conflicted,mixed,4
825,"At first some peace, some noise in head. After some time back to normal after.",cafe,12,5,2,3,afternoon,mixed,happy_face,vague,neutral,4
826,it was fine,ocean,18,8,4,1,night,focused,none,clear,calm,3
827,not sure what changed,mountain,15,5,2,2,evening,restless,calm_face,conflicted,overwhelmed,1
828,For some reason okay session.,rain,10,6,3,2,afternoon,restless,none,conflicted,overwhelmed,1
829,honestly felt heavy. then it shifted kinda calm now.,mountain,12,6,2,4,afternoon,overwhelmed,neutral_face,conflicted,mixed,5
830,i guess kinda calm now.,mountain,12,4,5,1,afternoon,mixed,tense_face,vague,focused,3
831,"during the session felt lighter, not fully though. after some time that helped a little.",mountain,12,4,1,5,afternoon,calm,,vague,calm,3
832,By the end felt better after a bit.,rain,8,7,1,2,night,mixed,,vague,calm,1
833,"By the end some peace, some noise in head.",ocean,25,6,4,1,night,neutral,none,conflicted,focused,4
834,Honestly okay session. After some time still a bit off tbh.,ocean,18,5,5,5,night,calm,,clear,restless,3
835,At first honestly not much change.,mountain,20,5,2,4,night,mixed,calm_face,vague,mixed,5
836,At first still a bit off tbh.,ocean,15,6,5,2,morning,mixed,calm_face,vague,neutral,2
837,i guess kinda calm now.,mountain,18,7,4,1,night,mixed,neutral_face,conflicted,neutral,4
838,By the end kinda calm now.,cafe,10,5,2,4,afternoon,overwhelmed,tense_face,clear,overwhelmed,3
839,i guess mind was all over the place.,forest,8,6,5,4,night,restless,,conflicted,focused,1
840,honestly not much change,rain,15,4,1,5,night,overwhelmed,neutral_face,vague,overwhelmed,5
721,for a while i was steady but nothing major. cafe ambience weirdly helped.,ocean,12,4,4,4,morning,mixed,none,vague,neutral,2
722,tired but okay,rain,18,8,1,5,morning,overwhelmed,happy_face,conflicted,focused,4
723,somehow i felt itchy in my head. the rain helped a little.,cafe,25,7,2,2,afternoon,restless,,clear,restless,3
724,started off not bad but not clear either. ocean audio was nice.,forest,20,8.5,3,1,night,restless,calm_face,vague,mixed,1
725,not gonna lie i felt not very different. my breathing slowed for a moment.,forest,10,5,2,1,afternoon,restless,tense_face,vague,neutral,4
726,"for a while i was surprisingly okay, but this was better than yesterday.",mountain,30,4,5,3,afternoon,neutral,none,vague,calm,5
727,kind of felt mentally flooded. then my mind wandered again.,ocean,25,3.5,5,5,evening,focused,tense_face,conflicted,overwhelmed,3
728,somehow i felt more organized mentally. cafe ambience weirdly helped. not sure why but it shifted.,forest,20,7,5,2,evening,overwhelmed,neutral_face,vague,focused,3
729,kind of felt clearer than earlier. i had to restart once. that part surprised me.,cafe,10,6,3,5,afternoon,calm,,vague,focused,1
730,"ended up heavy in the chest, but i couldn't tell if it was helping at first.",rain,18,7,5,4,evening,mixed,tense_face,clear,overwhelmed,3
731,lowkey felt pretty grounded. i stayed with it anyway.,mountain,15,5,2,4,night,restless,happy_face,clear,calm,5
732,"i noticed i was drained and behind, but this was better than yesterday.",rain,30,5,4,1,night,overwhelmed,neutral_face,conflicted,overwhelmed,5
733,honestly i felt able to prioritize. cafe ambience weirdly helped.,ocean,10,3.5,5,4,afternoon,overwhelmed,calm_face,vague,focused,3
734,started off kind of jumpy. my breathing slowed for a moment.,rain,10,8.5,3,2,night,restless,none,clear,restless,2
735,a little lighter,ocean,7,5,3,4,afternoon,mixed,neutral_face,conflicted,restless,4
736,honestly i felt lighter than before. i couldn't tell if it was helping at first.,ocean,18,3.5,2,2,evening,restless,tired_face,conflicted,calm,4
737,kind of felt clear enough to plan. then my mind wandered again. after that i could continue.,forest,7,3.5,3,4,morning,restless,calm_face,vague,focused,3
738,"lowkey felt kind of blank, but this was better than yesterday.",ocean,30,7,3,5,morning,restless,tense_face,vague,neutral,1
739,kind of felt itchy in my head. i had to restart once. ...,mountain,7,3.5,3,5,morning,calm,,clear,restless,4
740,"lowkey felt able to prioritize, but the rain helped a little.",forest,12,4,4,2,night,calm,happy_face,vague,focused,1
741,started off not bad but not clear either. i couldn't tell if it was helping at first. ...,ocean,30,5,5,1,afternoon,mixed,calm_face,clear,mixed,3
742,today i was calmer on the surface but still busy underneath. it took time to click.,rain,10,8,3,5,afternoon,mixed,happy_face,clear,mixed,3
743,honestly i felt mentally flooded. it took time to click.,mountain,5,7,1,2,morning,restless,tense_face,vague,overwhelmed,5
744,somehow i felt mostly the same. the rain helped a little.,mountain,30,8,2,3,morning,neutral,neutral_face,vague,neutral,2
745,kind of felt less tense. i couldn't tell if it was helping at first. not sure why but it shifted.,ocean,10,6,1,3,night,overwhelmed,happy_face,vague,calm,2
746,"for a while i was more tired than i expected, but then my mind wandered again.",ocean,15,8,5,3,afternoon,restless,calm_face,conflicted,overwhelmed,2
747,felt better,cafe,30,4,5,4,night,overwhelmed,none,vague,calm,5
748,felt better,ocean,15,8.5,3,2,night,restless,none,vague,calm,3
749,"by the end i was somewhat settled but still uneasy, but mountain visuals made it easier to pause.",forest,15,5,1,5,morning,,calm_face,vague,mixed,3
750,mind racing,ocean,20,6,3,2,afternoon,overwhelmed,neutral_face,clear,neutral,5
751,more clear today,forest,12,8,3,3,afternoon,overwhelmed,tired_face,vague,mixed,4
752,honestly i felt better but not fully okay. then my mind wandered again.,rain,4,5,3,2,afternoon,overwhelmed,tired_face,conflicted,mixed,5
753,for a while i was split between calm and tension. i was more tired than i thought. tehn it faded again.,cafe,7,7,2,5,evening,calm,,conflicted,mixed,1
754,somehow i felt actually able to focus. sleep probably affected it. ...,ocean,35,8,5,3,evening,focused,tired_face,conflicted,focused,1
755,"after the session i felt pretty even, but it took time to click.",mountain,25,4,2,3,afternoon,overwhelmed,calm_face,conflicted,neutral,1
756,"kind of felt somewhat settled but still uneasy, but i couldn't tell if it was helping at first.",ocean,15,3.5,1,3,night,neutral,neutral_face,conflicted,mixed,1
757,"not gonna lie i felt still mentally busy, but mountain visuals made it easier to pause.",cafe,5,7,3,1,afternoon,overwhelmed,none,vague,restless,5
758,honestly i felt split between calm and tension. cafe ambience weirdly helped. not sure why but it shifted.,rain,4,5,2,3,night,restless,tense_face,vague,mixed,5
759,after the session i felt still carrying too much. the rain helped a little.,mountain,10,8.5,4,1,evening,calm,neutral_face,conflicted,overwhelmed,1
760,fine i guess,mountain,15,7,1,5,morning,mixed,neutral_face,vague,focused,1
761,"not gonna lie i felt clear enough to plan, but i stayed with it anyway.",forest,12,7,3,3,evening,mixed,,clear,focused,2
762,"after the session i felt clear enough to plan, but my breathing slowed for a moment. ...",forest,7,8,1,5,morning,neutral,neutral_face,conflicted,focused,4
763,after the session i felt not very different. it took time to click. not sure why but it shifted.,ocean,30,5,2,3,afternoon,focused,happy_face,conflicted,neutral,4
764,still heavy,mountain,12,4,5,3,afternoon,neutral,,clear,focused,2
765,"after the session i felt clearer than earlier, but i kept thinking about emails.",forest,20,8,3,5,evening,neutral,none,clear,focused,3
766,ended up half relaxed half distracted. the rain helped a little.,ocean,18,5,5,5,morning,neutral,tense_face,vague,mixed,5
767,for a while i was steady but nothing major. the rain helped a little.,ocean,18,8.5,3,4,night,neutral,neutral_face,clear,neutral,5
768,not much change,forest,18,5,5,3,night,overwhelmed,none,conflicted,restless,1
769,lowkey felt like everything piled up. i stayed with it anyway.,mountain,10,3.5,3,2,night,calm,happy_face,vague,overwhelmed,3
770,somehow i felt kind of blank. my breathing slowed for a moment. still not fully there though.,ocean,7,4,3,2,evening,restless,calm_face,conflicted,neutral,3
771,honestly i felt pretty even. i stayed with it anyway. after that i could continue.,forest,18,7,3,4,night,overwhelmed,tense_face,vague,neutral,2
772,started off still mentally busy. forest sounds worked for a bit.,forest,18,8.5,2,5,afternoon,restless,,clear,restless,4
773,started off surprisingly okay. i was more tired than i thought.,rain,18,3.5,1,3,evening,restless,,vague,calm,3
774,not gonna lie i felt pretty overloaded. cafe ambience weirdly helped. not sure why but it shifted.,ocean,4,5,5,5,afternoon,calm,calm_face,conflicted,overwhelmed,2
775,not gonna lie i felt itchy in my head. i was more tired than i thought.,mountain,25,4,4,1,afternoon,restless,happy_face,vague,restless,4
776,today i was unable to settle. forest sounds worked for a bit. still not fully there though.,forest,25,7,3,1,night,calm,calm_face,conflicted,restless,1
777,not gonna lie i felt restless even after. i was more tired than i thought. still not fully there though.,ocean,35,6,5,5,afternoon,calm,tired_face,vague,restless,1
778,a little lighter,ocean,4,8.5,5,3,morning,calm,tense_face,clear,overwhelmed,1
779,kind of felt more at ease. the rain helped a little.,ocean,25,5,1,1,afternoon,calm,calm_face,vague,calm,4
780,somehow i felt heavy in the chest. the rain helped a little.,mountain,30,8.5,1,5,night,focused,neutral_face,conflicted,overwhelmed,1
781,"by the end i was still carrying too much, but my breathing slowed for a moment.",mountain,12,8,5,3,morning,overwhelmed,none,conflicted,overwhelmed,2
782,kind of felt unable to settle. it took time to click. ...,rain,5,6,2,5,night,mixed,tired_face,clear,restless,2
783,a little lighter,mountain,10,6,4,5,evening,focused,tense_face,vague,neutral,1
784,"honestly i felt able to think straight, but i kept thinking about emails.",cafe,20,8.5,2,2,night,restless,neutral_face,clear,focused,1
785,for a while i was steady but nothing major. sleep probably affected it. still not fully there though.,cafe,4,8.5,2,4,afternoon,focused,neutral_face,clear,neutral,5
786,"kind of felt better but not fully okay, but i kept thinking about emails.",mountain,18,5,5,5,afternoon,,neutral_face,vague,mixed,4
787,"ended up mentally flooded, but the rain helped a little.",rain,5,4,4,5,evening,mixed,tense_face,clear,overwhelmed,1
788,bit restless,ocean,15,4,2,2,evening,restless,none,clear,restless,1
789,lowkey felt itchy in my head. the rain helped a little.,forest,15,6,4,5,afternoon,calm,tense_face,conflicted,restless,4
790,"today i was itchy in my head, but i was more tired than i thought. ...",cafe,12,8,3,3,morning,focused,calm_face,vague,restless,1
791,kind of felt okay overall. my breathing slowed for a moment.,forest,5,8,5,5,morning,mixed,none,conflicted,neutral,5
792,"today i was surprisingly okay, but my breathing slowed for a moment.",mountain,30,8.5,1,5,morning,calm,happy_face,clear,calm,3
793,ended up all over the place. mountain visuals made it easier to pause. then it faded again.,forest,5,5,1,2,afternoon,neutral,,conflicted,restless,4
794,honestly i felt split between calm and tension. it took time to click. then it faded again.,mountain,25,6,4,2,night,calm,tired_face,clear,mixed,4
795,woke up feeling ready to start work. i was more tired than i thought.,forest,18,6,2,2,night,focused,none,vague,focused,5
796,woke up feeling split between calm and tension. then my mind wandered again.,forest,4,7,1,2,morning,mixed,none,clear,mixed,3
797,tired but okay,mountain,25,8.5,2,2,night,focused,,conflicted,calm,4
798,tired but okay,ocean,25,6,1,4,night,mixed,calm_face,conflicted,mixed,3
799,kind of felt in between. i was more tired than i thought.,ocean,4,4,1,3,evening,mixed,neutral_face,conflicted,mixed,4
800,not gonna lie i felt unable to come down from the day. sleep probably affected it. not sure why but it shifted.,mountain,35,7,3,4,afternoon,mixed,none,clear,overwhelmed,3
801,not gonna lie i felt able to prioritize. sleep probably affected it.,forest,20,3.5,2,3,afternoon,focused,tense_face,conflicted,focused,3
802,"today i was still mentally busy, but i couldn't tell if it was helping at first. ...",cafe,12,8.5,3,3,afternoon,focused,none,clear,restless,3
803,for a while i was a lot quieter inside. cafe ambience weirdly helped.,ocean,15,8,2,5,morning,neutral,,clear,calm,1
804,"woke up feeling less tense, but i was more tired than i thought.",ocean,20,3.5,5,1,morning,calm,calm_face,conflicted,calm,3
805,somehow i felt still carrying too much. my breathing slowed for a moment.,rain,18,4,1,5,afternoon,mixed,calm_face,conflicted,overwhelmed,4
806,felt better ...,forest,12,8.5,1,1,evening,restless,neutral_face,clear,overwhelmed,2
807,still off ...,mountain,15,8,2,3,evening,restless,,clear,calm,3
808,after the session i felt unable to settle. i had to restart once.,forest,15,6,3,5,evening,focused,calm_face,vague,restless,3
809,not gonna lie i felt better but not fully okay. sleep probably affected it. then it faded again. ...,ocean,35,6,4,2,morning,mixed,calm_face,clear,mixed,1
810,not much change,cafe,12,7,5,1,afternoon,calm,tired_face,vague,focused,3
811,tired but okay,cafe,18,3.5,4,3,evening,focused,none,clear,focused,4
812,"by the end i was in between, but then my mind wandered again.",ocean,25,8.5,5,3,evening,neutral,tense_face,vague,mixed,2
813,kind of felt not bad but not clear either. forest sounds worked for a bit. not sure why but it shifted.,ocean,25,8,3,1,morning,mixed,tense_face,vague,mixed,2
814,"for a while i was more settled, but mountain visuals made it easier to pause.",rain,18,3.5,3,4,night,focused,none,clear,calm,3
815,i noticed i was more organized mentally. it took time to click.,rain,10,7,3,2,afternoon,overwhelmed,tired_face,conflicted,focused,5
816,"lowkey felt less wound up, but forest sounds worked for a bit.",ocean,25,4,2,3,evening,calm,happy_face,conflicted,calm,1
817,started off pretty even. i kept thinking about emails.,ocean,18,8,1,3,night,mixed,none,clear,neutral,3
818,for a while i was distracted most of the time. my breathing slowed for a moment.,mountain,30,5,5,5,morning,focused,calm_face,vague,restless,4
819,started off fine i guess. this was better than yesterday. ...,mountain,10,5,1,3,afternoon,calm,neutral_face,conflicted,neutral,5
820,somehow i felt surprisingly okay. i kept thinking about emails.,forest,25,8.5,4,5,evening,neutral,calm_face,clear,calm,3
821,somehow i felt clearer than earlier. then my mind wandered again.,cafe,30,8.5,2,2,night,overwhelmed,tired_face,clear,focused,2
822,ended up clearer than earlier. i kept thinking about emails. ...,ocean,30,8,3,1,morning,,calm_face,vague,focused,4
823,"i noticed i was pretty overloaded, but i couldn't tell if it was helping at first.",rain,5,8.5,5,2,night,neutral,,conflicted,overwhelmed,1
824,today i was like everything piled up. this was better than yesterday.,mountain,7,4,3,5,night,neutral,tired_face,vague,overwhelmed,4
825,kinda calm,mountain,7,8,4,3,evening,overwhelmed,neutral_face,clear,focused,5
826,"ended up clear enough to plan, but ocean audio was nice.",mountain,12,6,3,4,morning,neutral,calm_face,clear,focused,4
827,tired but okay ...,mountain,20,8.5,4,4,evening,neutral,happy_face,vague,calm,2
828,"lowkey felt mentally flooded, but forest sounds worked for a bit.",ocean,7,8.5,1,4,night,calm,calm_face,conflicted,overwhelmed,1
829,honestly i felt better but not fully okay. my breathing slowed for a moment. after that i could continue. ...,forest,4,4,5,5,evening,restless,none,clear,mixed,1
830,"lowkey felt just normal, but sleep probably affected it.",rain,35,4,2,2,night,focused,tense_face,conflicted,neutral,4
831,today i was more organized mentally. i was more tired than i thought. that part surprised me.,forest,35,3.5,5,2,morning,mixed,calm_face,conflicted,focused,3
832,woke up feeling able to think straight. my breathing slowed for a moment.,ocean,20,8.5,5,3,evening,neutral,tense_face,conflicted,focused,5
833,tired but okay ...,rain,20,8,2,2,evening,focused,neutral_face,vague,overwhelmed,4
834,"ended up pretty even, but i couldn't tell if it was helping at first.",forest,35,4,3,4,evening,neutral,,conflicted,neutral,5
835,"kind of felt distracted most of the time, but this was better than yesterday.",mountain,20,7,3,4,evening,mixed,,conflicted,restless,5
836,"lowkey felt still mentally busy, but mountain visuals made it easier to pause. ...",mountain,15,3.5,3,4,afternoon,neutral,,conflicted,restless,4
837,i noticed i was in between. i was more tired than i thought.,rain,25,7,2,4,morning,calm,calm_face,conflicted,mixed,3
838,not gonna lie i felt heavy in the chest. then my mind wandered again. still not fully there though.,rain,5,7,3,4,afternoon,,happy_face,conflicted,overwhelmed,3
839,hard to focus,ocean,20,6,4,5,night,mixed,none,conflicted,overwhelmed,4
840,woke up feeling pretty grounded. then my mind wandered again.,mountain,15,8.5,2,2,evening,calm,none,conflicted,calm,3
841,i noticed i was more organized mentally. my breathing slowed for a moment.,cafe,25,8,2,1,night,neutral,tired_face,clear,focused,1
842,after the session i felt more tired than i expected. i stayed with it anyway.,ocean,12,8.5,1,5,night,calm,,vague,overwhelmed,3
843,woke up feeling kind of blank. it took time to click.,forest,5,7,3,4,evening,mixed,happy_face,conflicted,neutral,5
844,"i noticed i was split between calm and tension, but sleep probably affected it.",cafe,18,3.5,2,1,evening,restless,happy_face,vague,mixed,5
845,"i noticed i was kind of jumpy, but i kept thinking about emails.",forest,10,6,4,5,night,calm,,clear,restless,4
846,after the session i felt lighter than before. i was more tired than i thought.,forest,10,7,3,5,afternoon,overwhelmed,none,vague,calm,3
847,"i noticed i was in between, but this was better than yesterday.",ocean,35,5,2,3,morning,restless,tired_face,vague,mixed,1
848,kinda calm,forest,12,6,3,5,afternoon,calm,happy_face,clear,restless,4
849,kind of felt kind of blank. cafe ambience weirdly helped.,forest,10,7,1,5,evening,neutral,,vague,neutral,3
850,more clear today,ocean,4,3.5,3,2,evening,focused,calm_face,clear,overwhelmed,4
851,a little lighter,mountain,5,6,5,1,afternoon,restless,calm_face,conflicted,calm,2
852,still off ...,forest,15,7,1,2,evening,overwhelmed,happy_face,conflicted,calm,4
853,still heavy,cafe,7,7,3,5,night,mixed,happy_face,conflicted,mixed,2
854,mixed honestly,cafe,5,3.5,4,4,morning,focused,,vague,neutral,5
855,woke up feeling less tense. i had to restart once.,ocean,15,4,2,1,night,neutral,none,conflicted,calm,2
856,for a while i was mostly the same. this was better than yesterday.,rain,7,5,3,3,morning,focused,neutral_face,vague,neutral,4
857,still heavy,ocean,10,6,1,2,afternoon,mixed,happy_face,conflicted,focused,5
858,after the session i felt in between. i couldn't tell if it was helping at first.,ocean,12,6,2,1,evening,overwhelmed,happy_face,vague,mixed,1
859,i noticed i was calmer on the surface but still busy underneath. it took time to click.,forest,5,3.5,5,4,night,neutral,happy_face,vague,mixed,1
860,today i was itchy in my head. i had to restart once.,ocean,18,8,5,5,morning,calm,none,conflicted,restless,5
861,"kind of felt clearer than earlier, but forest sounds worked for a bit.",ocean,35,7,4,5,night,focused,calm_face,clear,focused,2
862,after the session i felt a little better and a little off. this was better than yesterday.,mountain,18,8,1,4,morning,overwhelmed,happy_face,conflicted,mixed,5
863,felt better,rain,7,3.5,4,2,afternoon,overwhelmed,,clear,overwhelmed,3
864,started off surprisingly okay. it took time to click.,mountain,30,8.5,4,5,evening,focused,happy_face,conflicted,calm,3
865,"woke up feeling pretty even, but it took time to click.",mountain,12,3.5,5,5,morning,overwhelmed,,vague,neutral,4
866,honestly i felt pretty grounded. my breathing slowed for a moment.,rain,12,6,2,5,morning,mixed,calm_face,vague,calm,3
867,by the end i was kind of jumpy. my breathing slowed for a moment. that part surprised me.,rain,7,4,3,2,night,neutral,tired_face,conflicted,restless,5
868,a little lighter,cafe,20,3.5,2,4,night,focused,none,conflicted,overwhelmed,3
869,not much change,forest,7,4,4,1,morning,calm,neutral_face,vague,calm,2
870,still off ...,ocean,18,4,5,1,morning,focused,neutral_face,conflicted,focused,4
871,somehow i felt mostly teh same. i had to restart once.,forest,7,8.5,1,4,evening,mixed,calm_face,clear,neutral,1
872,"kind of felt actually able to focus, but then my mind wandered again.",cafe,25,8,3,5,night,overwhelmed,tense_face,clear,focused,2
873,ended up unable to settle. this was better than yesterday.,ocean,18,8,2,5,afternoon,mixed,tense_face,vague,restless,1
874,lowkey felt kind of blank. i stayed with it anyway. that part surprised me.,mountain,30,8.5,2,2,evening,restless,tired_face,conflicted,neutral,4
875,a little lighter,forest,5,3.5,5,1,night,calm,tired_face,conflicted,mixed,5
876,honestly i felt able to prioritize. the rain helped a little.,rain,25,6,1,4,afternoon,overwhelmed,none,clear,focused,2
877,bit restless,ocean,4,6,1,3,afternoon,neutral,neutral_face,vague,restless,1
878,today i was drained and behind. the rain helped a little.,mountain,12,6,5,4,night,mixed,none,clear,overwhelmed,3
879,today i was not very different. ocean audio was nice. ...,rain,7,4,1,3,morning,mixed,happy_face,vague,neutral,4
880,"kind of felt heavy in the chest, but cafe ambience weirdly helped. ...",rain,4,3.5,5,2,evening,focused,tired_face,conflicted,overwhelmed,3
881,i noticed i was a lot quieter inside. sleep probably affected it.,forest,20,7,2,2,evening,calm,calm_face,clear,calm,4
882,ended up heavy in the chest. cafe ambience weirdly helped.,ocean,10,4,5,3,evening,focused,calm_face,vague,overwhelmed,3
883,woke up feeling more tired than i expected. i kept thinking about emails.,rain,15,8.5,3,2,afternoon,overwhelmed,tense_face,vague,overwhelmed,2
884,tired but okay ...,cafe,10,6,5,5,night,restless,calm_face,vague,mixed,1
885,by the end i was less tense. ocean audio was nice.,ocean,4,7,3,2,evening,calm,neutral_face,conflicted,calm,2
886,lowkey felt just normal. forest sounds worked for a bit.,forest,20,3.5,1,2,evening,calm,calm_face,conflicted,neutral,3
887,still heavy,rain,10,8,1,1,evening,focused,calm_face,vague,calm,2
888,"by the end i was okay overall, but this was better than yesterday.",mountain,30,8.5,4,3,night,overwhelmed,,clear,neutral,4
889,honestly i felt like everything piled up. forest sounds worked for a bit.,mountain,30,6,4,5,night,mixed,tense_face,conflicted,overwhelmed,4
890,a little lighter,ocean,35,8.5,3,5,night,calm,neutral_face,clear,restless,4
